Hydrocarbon,Ti (K),equivalent ratio,Pressure (atm),LBV (cm/s),,
n-Heptane+Air,255.63,1.5,1,40.692,,
n-Heptane+Air,269.82,1.5,1,44.015,,
n-Heptane+Air,270.3,1.5,1,48.614,,
n-Heptane+Air,270.33,1.5,1,50.179,,
n-Heptane+Air,271.5,1.5,1,47.928,,
n-Heptane+Air,285,1.5,1,44.891,,
n-Heptane+Air,285.57,1.5,1,45.282,,
n-Heptane+Air,300.3,1.5,1,46.452,,
n-Heptane+Air,300.81,1.5,1,54.867,,
n-Heptane+Air,301.2,1.5,1,53.008,,
n-Heptane+Air,301.8,1.5,1,52.714,,
n-Heptane+Air,315,1.5,1,47.035,,
n-Heptane+Air,316.59,1.5,1,48.306,,
n-Heptane+Air,324,1.5,1,47.13,,
n-Heptane+Air,329.1,1.5,1,55.152,,
n-Heptane+Air,330.75,1.5,1,56.13,,
n-Heptane+Air,331.83,1.5,1,48.791,,
n-Heptane+Air,333,1.5,1,54.368,,
n-Heptane+Air,345,1.5,1,45.363,,
n-Heptane+Air,345.99,1.5,1,48.298,,
n-Heptane+Air,353,1.5,1,40.553,,
n-Heptane+Air,356.4,1,1,51.355,,
n-Heptane+Air,357.9,1,1,53.73,,
n-Heptane+Air,357.99,0.8,1,40.331,,
n-Heptane+Air,358,1.5,1,40.201,,
n-Heptane+Air,358.2,1.5,1,27.941,,
n-Heptane+Air,358.8,1,1,53.911,,
n-Heptane+Air,359.7,1,1,55.556,,
n-Heptane+Air,360,0.8,1,39.395,,
n-Heptane+Air,360,1.5,1,24.545,,
n-Heptane+Air,360.3,0.8,1,42.833,,
n-Heptane+Air,361.77,1.5,1,50.299,,
n-Heptane+Air,361.8,1.5,1,51.62,,
n-Heptane+Air,363.3,1.5,1,52.5,,
n-Heptane+Air,376.47,1.5,1,43.396,,
n-Heptane+Air,376.5,1.5,1,43.201,,
n-Heptane+Air,376.8,1.5,1,27.781,,
n-Heptane+Air,378.3,0.8,1,44.094,,
n-Heptane+Air,387.9,1.5,1,28.467,,
n-Heptane+Air,390.66,1.5,1,48.089,,
n-Heptane+Air,391.5,0.8,1,47.228,,
n-Heptane+Air,391.8,1.5,1,45.74,,
n-Heptane+Air,392.25,1.5,1,40.456,,
n-Heptane+Air,393.3,1.5,1,46.229,,
n-Heptane+Air,397.23,0.8,1,44.888,,
n-Heptane+Air,398.1,1,1,59.327,,
n-Heptane+Air,399,1,1,63.899,,
n-Heptane+Air,399.3,1.5,1,32.549,,
n-Heptane+Air,399.6,1,1,62.8,,
n-Heptane+Air,400.5,0.8,1,50.359,,
n-Heptane+Air,401.1,0.8,1,48.015,,
n-Heptane+Air,405.9,1.5,1,36.538,,
n-Heptane+Air,407.1,1.5,1,37.223,,
n-Heptane+Air,410.4,0.8,1,49.115,,
n-Heptane+Air,412.5,1.5,1,32.216,,
n-Heptane+Air,414.84,1,1,67.162,,
n-Heptane+Air,420.09,1.5,1,42.601,,
n-Heptane+Air,420.6,1.5,1,35.458,,
n-Heptane+Air,421.14,1.5,1,32.131,,
n-Heptane+Air,421.71,1,1,66.784,,
n-Heptane+Air,427.5,0.8,1,51.314,,
n-Heptane+Air,436.8,1.5,1,29.973,,
n-Heptane+Air,437.97,1.5,1,27.233,,
n-Heptane+Air,439.2,0.8,1,58.509,,
n-Heptane+Air,442.83,1,1,74.428,,
n-Heptane+Air,451.2,1.5,1,24.294,,
n-Heptane+Air,452.4,1.5,1,44.466,,
n-Heptane+Air,452.67,1.5,1,22.826,,
n-Heptane+Air,458.58,1,1,76.778,,
n-Heptane+Air,459,0.8,1,58.991,,
n-Heptane+Air,464.4,1.5,1,45.151,,
n-Heptane+Air,465.45,1,1,81.521,,
n-Heptane+Air,468.9,1,1,74.746,,
n-Heptane+Air,469.5,0.8,1,61.341,,
n-Heptane+Air,469.8,1,1,83.708,,
n-Heptane+Air,470,0.597,1,39.192,,
n-Heptane+Air,470,0.703,1,57.06,,
n-Heptane+Air,470,0.704,1,46.143,,
n-Heptane+Air,470,0.706,1,44.698,,
n-Heptane+Air,470,0.707,1,52.566,,
n-Heptane+Air,470,0.716,1,61.721,,
n-Heptane+Air,470,0.798,1,63.523,,
n-Heptane+Air,470,0.8,1,61.437,,
n-Heptane+Air,470,0.805,1,69.627,,
n-Heptane+Air,470,0.822,1,75.093,,
n-Heptane+Air,470,0.904,1,82.194,,
n-Heptane+Air,470,0.905,1,74.488,,
n-Heptane+Air,470,0.906,1,68.387,,
n-Heptane+Air,470,0.907,1,71.438,,
n-Heptane+Air,470,0.925,1,86.538,,
n-Heptane+Air,470,1.007,1,89.142,,
n-Heptane+Air,470,1.007,1,74.372,,
n-Heptane+Air,470,1.008,1,81.115,,
n-Heptane+Air,470,1.012,1,78.227,,
n-Heptane+Air,470,1.03,1,92.684,,
n-Heptane+Air,470,1.105,1,89.346,,
n-Heptane+Air,470,1.106,1,78.75,,
n-Heptane+Air,470,1.11,1,80.678,,
n-Heptane+Air,470,1.112,1,84.211,,
n-Heptane+Air,470,1.132,1,95.458,,
n-Heptane+Air,470,1.206,1,85.858,,
n-Heptane+Air,470,1.208,1,77.349,,
n-Heptane+Air,470,1.208,1,81.042,,
n-Heptane+Air,470,1.21,1,78.474,,
n-Heptane+Air,470,1.22,1,92.446,,
n-Heptane+Air,470,1.306,1,79.801,,
n-Heptane+Air,470,1.309,1,70.008,,
n-Heptane+Air,470,1.31,1,84.78,,
n-Heptane+Air,470,1.311,1,69.688,,
n-Heptane+Air,470,1.311,1,73.702,,
n-Heptane+Air,470,1.404,1,61.701,,
n-Heptane+Air,470,1.406,1,66.037,,
n-Heptane+Air,470,1.408,1,60.9,,
n-Heptane+Air,470,1.415,1,69.252,,
n-Heptane+Air,470,1.502,1,48.74,,
n-Heptane+Air,470,1.508,1,46.174,,
n-Heptane+Air,470.4,0.8,1,69.623,,
n-Heptane+Air,471,1.5,1,48.552,,
n-Heptane+Air,471.3,0.8,1,62.436,,
n-Heptane+Air,480.69,1,1,85.883,,
n-Heptane+Air,486.9,0.8,1,68.071,,
n-Heptane+Air,501.33,1,1,88.772,,
n-Heptane+Air,501.6,1.5,1,55.191,,
n-Heptane+Air,512.4,0.8,1,69.807,,
n-Heptane+Air,519.03,1,1,95.143,,
n-Heptane+Air,520.2,1.5,1,59.278,,
n-Heptane+Air,523.8,0.8,1,74.502,,
n-Heptane+Air,527.37,1,1,97.688,,
n-Heptane+Air,539.7,0.8,1,81.856,,
n-Heptane+Air,545.07,1,1,105.339,,
n-Heptane+Air,545.4,1.5,1,64.216,,
n-Heptane+Air,550,0.598,1,54.785,,
n-Heptane+Air,550,0.704,1,71.158,,
n-Heptane+Air,550,0.803,1,82.408,,
n-Heptane+Air,550,0.901,1,95.855,,
n-Heptane+Air,550,1,1,103.297,,
n-Heptane+Air,550,1.104,1,107.81,,
n-Heptane+Air,550,1.202,1,103.537,,
n-Heptane+Air,550,1.303,1,97.212,,
n-Heptane+Air,550,1.401,1,84.153,,
n-Heptane+Air,550,1.502,1,66.553,,
n-Heptane+Air,553.8,0.8,1,85.303,,
n-Heptane+Air,558.9,1.5,1,71.526,,
n-Heptane+Air,565.71,1,1,107.862,,
n-Heptane+Air,575.04,1,1,111.686,,
n-Heptane+Air,582.42,1,1,111.856,,
n-Heptane+Air,584.1,0.8,1,93.76,,
n-Heptane+Air,597.3,1.5,1,81.397,,
n-Heptane+Air,598.14,1,1,120.059,,
n-Heptane+Air,600,0.604,1,66.766,,
n-Heptane+Air,600,0.702,1,84.536,,
n-Heptane+Air,600,0.803,1,96.304,,
n-Heptane+Air,600,0.906,1,110.435,,
n-Heptane+Air,600,1.004,1,118.568,,
n-Heptane+Air,600,1.102,1,123.974,,
n-Heptane+Air,600,1.204,1,119.196,,
n-Heptane+Air,600,1.305,1,113.328,,
n-Heptane+Air,600,1.4,1,100.554,,
n-Heptane+Air,600,1.505,1,82.138,,
n-Heptane+Air,600.6,0.8,1,94.708,,
n-Heptane+Air,606,1.5,1,83.1,,
n-Pentane+Air,300,0.599,5,9.129,,
n-Pentane+Air,300,0.652,1,15.87,,
n-Pentane+Air,300,0.697,1,27.762,,
n-Pentane+Air,300,0.699,10,12.029,,
n-Pentane+Air,300,0.7,5,17.184,,
n-Pentane+Air,300,0.701,1,20.87,,
n-Pentane+Air,300,0.702,1,19.891,,
n-Pentane+Air,300,0.748,1,35.766,,
n-Pentane+Air,300,0.751,1,34.064,,
n-Pentane+Air,300,0.752,1,24.565,,
n-Pentane+Air,300,0.754,1,23.804,,
n-Pentane+Air,300,0.799,1,37.853,,
n-Pentane+Air,300,0.799,5,23.842,,
n-Pentane+Air,300,0.799,10,19.654,,
n-Pentane+Air,300,0.801,1,27.554,,
n-Pentane+Air,300,0.85,1,30.761,,
n-Pentane+Air,300,0.851,1,41.812,,
n-Pentane+Air,300,0.853,1,31.63,,
n-Pentane+Air,300,0.898,1,43.346,,
n-Pentane+Air,300,0.899,5,29.749,,
n-Pentane+Air,300,0.9,1,42.617,,
n-Pentane+Air,300,0.9,10,23.95,,
n-Pentane+Air,300,0.902,1,33.261,,
n-Pentane+Air,300,0.947,1,44.623,,
n-Pentane+Air,300,0.95,1,46.837,,
n-Pentane+Air,300,0.951,1,36.305,,
n-Pentane+Air,300,0.999,1,48.824,,
n-Pentane+Air,300,1.001,1,38.044,,
n-Pentane+Air,300,1.001,5,32.22,,
n-Pentane+Air,300,1.002,1,46.156,,
n-Pentane+Air,300,1.05,1,39.348,,
n-Pentane+Air,300,1.051,1,49.903,,
n-Pentane+Air,300,1.098,1,47.859,,
n-Pentane+Air,300,1.099,1,39.457,,
n-Pentane+Air,300,1.1,5,33.294,,
n-Pentane+Air,300,1.101,1,49.647,,
n-Pentane+Air,300,1.103,1,50.584,,
n-Pentane+Air,300,1.149,1,38.858,,
n-Pentane+Air,300,1.15,1,48.881,,
n-Pentane+Air,300,1.199,1,47.05,,
n-Pentane+Air,300,1.201,1,37.282,,
n-Pentane+Air,300,1.249,1,44.112,,
n-Pentane+Air,300,1.25,1,35.218,,
n-Pentane+Air,300,1.251,1,44.964,,
n-Pentane+Air,300,1.298,1,42.068,,
n-Pentane+Air,300,1.299,1,31.902,,
n-Pentane+Air,300,1.301,1,40.024,,
n-Pentane+Air,300,1.349,1,28.696,,
n-Pentane+Air,300,1.35,1,36.278,,
n-Pentane+Air,300,1.397,1,32.019,,
n-Pentane+Air,300,1.398,1,23.696,,
n-Pentane+Air,300,1.4,1,30.089,,
n-Pentane+Air,300,1.403,1,25.109,,
n-Pentane+Air,300,1.449,1,27.591,,
n-Pentane+Air,300,1.45,1,20.652,,
n-Pentane+Air,300,1.451,1,28.443,,
n-Pentane+Air,300,1.497,1,17.174,,
n-Pentane+Air,300,1.499,1,22.141,,
n-Pentane+Air,300,1.501,1,21.456,,
n-Pentane+Air,300,1.502,1,18.905,,
n-Pentane+Air,300,1.55,1,16.58,,
n-Pentane+Air,300,1.598,1,13.804,,
n-Pentane+Air,300,1.6,1,15.414,,
n-Pentane+Air,300,1.601,1,15.158,,
n-Pentane+Air,300,1.698,1,10.652,,
n-Pentane+Air,300,1.7,1,11.582,,
n-Pentane+Air,353,0.602,1,17.202,,
n-Pentane+Air,353,0.651,1,22.311,,
n-Pentane+Air,353,0.699,2,22.071,,
n-Pentane+Air,353,0.703,1,27.421,,
n-Pentane+Air,353,0.752,1,32.701,,
n-Pentane+Air,353,0.799,2,29.803,,
n-Pentane+Air,353,0.801,1,37.299,,
n-Pentane+Air,353,0.853,1,41.387,,
n-Pentane+Air,353,0.899,2,37.589,,
n-Pentane+Air,353,0.902,2,35.442,,
n-Pentane+Air,353,0.903,1,44.964,,
n-Pentane+Air,353,0.95,1,47.859,,
n-Pentane+Air,353,0.999,2,40.919,,
n-Pentane+Air,353,1.002,1,49.903,,
n-Pentane+Air,353,1.051,1,51.265,,
n-Pentane+Air,353,1.101,2,42.422,,
n-Pentane+Air,353,1.103,1,51.606,,
n-Pentane+Air,353,1.15,1,51.095,,
n-Pentane+Air,353,1.2,2,41.026,,
n-Pentane+Air,353,1.202,1,49.221,,
n-Pentane+Air,353,1.251,1,46.837,,
n-Pentane+Air,353,1.301,1,44.453,,
n-Pentane+Air,353,1.301,2,34.045,,
n-Pentane+Air,353,1.35,1,39.684,,
n-Pentane+Air,353,1.402,1,34.574,,
n-Pentane+Air,353,1.451,1,29.805,,
n-Pentane+Air,353,1.499,1,24.866,,
n-Pentane+Air,353,1.55,1,20.268,,
n-Pentane+Air,353,1.601,1,16.691,,
n-Pentane+Air,398,0.6,1,21.46,,
n-Pentane+Air,398,0.653,1,27.08,,
n-Pentane+Air,398,0.703,1,33.382,,
n-Pentane+Air,398,0.752,1,39.002,,
n-Pentane+Air,398,0.801,1,44.793,,
n-Pentane+Air,398,0.853,1,49.392,,
n-Pentane+Air,398,0.903,1,53.309,,
n-Pentane+Air,398,0.952,1,56.715,,
n-Pentane+Air,398,0.999,1,59.27,,
n-Pentane+Air,398,1.051,1,60.462,,
n-Pentane+Air,398,1.101,1,60.973,,
n-Pentane+Air,398,1.15,1,60.292,,
n-Pentane+Air,398,1.202,1,58.759,,
n-Pentane+Air,398,1.251,1,55.693,,
n-Pentane+Air,398,1.301,1,51.776,,
n-Pentane+Air,398,1.35,1,47.859,,
n-Pentane+Air,398,1.402,1,42.749,,
n-Pentane+Air,398,1.454,1,36.788,,
n-Pentane+Air,398,1.501,1,31.338,,
n-Pentane+Air,398,1.553,1,25.888,,
n-Pentane+Air,398,1.602,1,21.971,,
n-Pentane+Air,398,1.655,1,18.564,,
n-Pentanol+Air,393,0.699,1,38.005,,
n-Pentanol+Air,393,0.8,1,47.596,,
n-Pentanol+Air,393,0.899,1,54.916,,
n-Pentanol+Air,393,0.999,1,59.207,,
n-Pentanol+Air,393,1.001,1,58.534,,
n-Pentanol+Air,393,1.099,1,59.628,,
n-Pentanol+Air,393,1.199,1,56.851,,
n-Pentanol+Air,393,1.2,1,56.851,,
n-Pentanol+Air,393,1.299,1,48.938,,
n-Pentanol+Air,423,0.7,1,39.414,,
n-Pentanol+Air,423,0.8,1,49.426,,
n-Pentanol+Air,423,0.901,1,58.038,,
n-Pentanol+Air,423,1.001,1,62.237,,
n-Pentanol+Air,423,1.1,1,61.268,,
n-Pentanol+Air,423,1.201,1,58.146,,
n-Pentanol+Air,423,1.203,1,57.823,,
n-Pentanol+Air,423,1.301,1,52.44,,
n-Pentanol+Air,433,0.599,7.5,13.468,,
n-Pentanol+Air,433,0.696,2.5,33.349,,
n-Pentanol+Air,433,0.698,7.5,22.945,,
n-Pentanol+Air,433,0.699,1,46.411,,
n-Pentanol+Air,433,0.7,1,45.55,,
n-Pentanol+Air,433,0.7,7.5,22.375,,
n-Pentanol+Air,433,0.755,1,50.986,,
n-Pentanol+Air,433,0.796,2.5,45.463,,
n-Pentanol+Air,433,0.799,1,55.993,,
n-Pentanol+Air,433,0.8,1,55.132,,
n-Pentanol+Air,433,0.8,2.5,44.466,,
n-Pentanol+Air,433,0.8,7.5,32.066,,
n-Pentanol+Air,433,0.809,1,59.276,,
n-Pentanol+Air,433,0.859,1,63.96,,
n-Pentanol+Air,433,0.898,7.5,39.05,,
n-Pentanol+Air,433,0.9,1,65.144,,
n-Pentanol+Air,433,0.9,2.5,50.95,,
n-Pentanol+Air,433,0.9,7.5,37.34,,
n-Pentanol+Air,433,0.913,1,68.104,,
n-Pentanol+Air,433,0.94,1,71.065,,
n-Pentanol+Air,433,0.942,1,69.342,,
n-Pentanol+Air,433,0.997,2.5,55.154,,
n-Pentanol+Air,433,0.997,7.5,41.544,,
n-Pentanol+Air,433,0.999,1,68.266,,
n-Pentanol+Air,433,1,2.5,56.865,,
n-Pentanol+Air,433,1.001,1,67.835,,
n-Pentanol+Air,433,1.005,1,73.218,,
n-Pentanol+Air,433,1.05,1,74.618,,
n-Pentanol+Air,433,1.079,1,74.564,,
n-Pentanol+Air,433,1.098,2.5,56.58,,
n-Pentanol+Air,433,1.099,7.5,43.04,,
n-Pentanol+Air,433,1.1,1,68.32,,
n-Pentanol+Air,433,1.1,2.5,57.577,,
n-Pentanol+Air,433,1.101,7.5,41.33,,
n-Pentanol+Air,433,1.125,1,74.186,,
n-Pentanol+Air,433,1.169,1,73.81,,
n-Pentanol+Air,433,1.198,2.5,54.442,,
n-Pentanol+Air,433,1.2,1,69.1,,
n-Pentanol+Air,433,1.2,2.5,55.582,,
n-Pentanol+Air,433,1.257,1,69.18,,
n-Pentanol+Air,433,1.297,2.5,46.461,,
n-Pentanol+Air,433,1.3,1,57.715,,
n-Pentanol+Air,433,1.303,1,64.282,,
n-Pentanol+Air,433,1.304,1,63.744,,
n-Pentanol+Air,433,1.398,2.5,35.772,,
n-Pentanol+Air,433,1.499,2.5,28.147,,
n-Pentanol+Air,473,0.699,1,53.738,,
n-Pentanol+Air,473,0.747,1,62.067,,
n-Pentanol+Air,473,0.748,1,60.385,,
n-Pentanol+Air,473,0.782,1,66.022,,
n-Pentanol+Air,473,0.8,1,67.956,,
n-Pentanol+Air,473,0.808,1,69.976,,
n-Pentanol+Air,473,0.858,1,74.688,,
n-Pentanol+Air,473,0.859,1,76.707,,
n-Pentanol+Air,473,0.899,1,75.36,,
n-Pentanol+Air,473,0.912,1,80.746,,
n-Pentanol+Air,473,0.94,1,82.428,,
n-Pentanol+Air,473,0.999,1,79.062,,
n-Pentanol+Air,473,1.005,1,85.54,,
n-Pentanol+Air,473,1.048,1,87.14,,
n-Pentanol+Air,473,1.077,1,87.392,,
n-Pentanol+Air,473,1.099,1,79.652,,
n-Pentanol+Air,473,1.124,1,87.056,,
n-Pentanol+Air,473,1.153,1,85.709,,
n-Pentanol+Air,473,1.169,1,85.541,,
n-Pentanol+Air,473,1.199,1,84.531,,
n-Pentanol+Air,473,1.2,1,74.351,,
n-Pentanol+Air,473,1.228,1,83.269,,
n-Pentanol+Air,473,1.255,1,81.418,,
n-Pentanol+Air,473,1.265,1,80.577,,
n-Pentanol+Air,473,1.299,1,65.769,,
n-Pentanol+Air,473,1.301,1,65.769,,
n-Pentanol+Air,473,1.302,1,76.959,,
n-Pentanol+Air,473,1.312,1,75.276,,
n-Pentanol+Air,335,0.7,1,25,,
n-Pentanol+Air,335,0.8,1,36,,
n-Pentanol+Air,335,0.9,1,39,,
n-Pentanol+Air,335,1,1,45,,
n-Pentanol+Air,335,1.1,1,45,,
n-Pentanol+Air,335,1.2,1,44,,
n-Pentanol+Air,335,1.3,1,37,,
n-Pentanol+Air,353,0.7,1,28,,
n-Pentanol+Air,353,0.8,1,39.5,,
n-Pentanol+Air,353,0.86,1,43,,
n-Pentanol+Air,353,0.89,1,45,,
n-Pentanol+Air,353,0.9,1,43,,
n-Pentanol+Air,353,0.91,1,46,,
n-Pentanol+Air,353,0.94,1,48,,
n-Pentanol+Air,353,1,1,50.5,,
n-Pentanol+Air,353,1.02,1,51,,
n-Pentanol+Air,353,1.05,1,51,,
n-Pentanol+Air,353,1.08,1,52,,
n-Pentanol+Air,353,1.1,1,50.5,,
n-Pentanol+Air,353,1.13,1,51,,
n-Pentanol+Air,353,1.17,1,51,,
n-Pentanol+Air,353,1.2,1,49,,
n-Pentanol+Air,353,1.26,1,47,,
n-Pentanol+Air,353,1.3,1,41,,
n-Pentanol+Air,353,1.31,1,43,,
n-Pentanol+Air,354,1.2,1,50.5,,
n-Pentanol+Air,357,1.2,1,49,,
n-Pentanol+Air,363,1.2,1,50,,
n-Pentanol+Air,378,1.2,1,53,,
n-Pentanol+Air,393,0.7,1,36.5,,
n-Pentanol+Air,393,0.8,1,47.5,,
n-Pentanol+Air,393,0.9,1,53.5,,
n-Pentanol+Air,393,1,1,59,,
n-Pentanol+Air,393,1.1,1,59,,
n-Pentanol+Air,393,1.2,1,56.5,,
n-Pentanol+Air,393,1.3,1,49.5,,
n-Pentanol+Air,411,1.2,1,62,,
n-Pentanol+Air,414,1,1,64,,
n-Pentanol+Air,423,0.7,1,39,,
n-Pentanol+Air,423,0.8,1,49,,
n-Pentanol+Air,423,0.9,1,58,,
n-Pentanol+Air,423,1,1,63.667,,
n-Pentanol+Air,423,1.1,1,61,,
n-Pentanol+Air,423,1.2,1,57,,
n-Pentanol+Air,423,1.3,1,52,,
n-Pentanol+Air,429,0.8,1,55,,
n-Pentanol+Air,429,1.2,1,72,,
n-Pentanol+Air,432,0.8,1,57.2,,
n-Pentanol+Air,432,1,1,70.6,,
n-Pentanol+Air,432,1.2,1,68.5,,
n-Pentanol+Air,433,0.7,1,44,,
n-Pentanol+Air,433,0.76,1,50,,
n-Pentanol+Air,433,0.8,1,57,,
n-Pentanol+Air,433,0.81,1,58,,
n-Pentanol+Air,433,0.86,1,63,,
n-Pentanol+Air,433,0.9,1,63,,
n-Pentanol+Air,433,0.91,1,67,,
n-Pentanol+Air,433,0.94,1,69,,
n-Pentanol+Air,433,1,1,69.5,,
n-Pentanol+Air,433,1.01,1,72,,
n-Pentanol+Air,433,1.05,1,74,,
n-Pentanol+Air,433,1.08,1,73,,
n-Pentanol+Air,433,1.1,1,68.5,,
n-Pentanol+Air,433,1.12,1,73,,
n-Pentanol+Air,433,1.17,1,73,,
n-Pentanol+Air,433,1.2,1,68.667,,
n-Pentanol+Air,433,1.26,1,68,,
n-Pentanol+Air,433,1.3,1,58.5,,
n-Pentanol+Air,433,1.31,1,64,,
n-Pentanol+Air,438,1,1,75,,
n-Pentanol+Air,444,0.8,1,63,,
n-Pentanol+Air,450,1,1,76,,
n-Pentanol+Air,450,1.2,1,72,,
n-Pentanol+Air,456,1,1,81,,
n-Pentanol+Air,459,0.8,1,67,,
n-Pentanol+Air,462,1.2,1,81,,
n-Pentanol+Air,468,0.8,1,65,,
n-Pentanol+Air,468,1,1,78,,
n-Pentanol+Air,471,1,1,83,,
n-Pentanol+Air,473,0.7,1,52,,
n-Pentanol+Air,473,0.75,1,60,,
n-Pentanol+Air,473,0.78,1,65,,
n-Pentanol+Air,473,0.8,1,68.333,,
n-Pentanol+Air,473,0.85,1,75,,
n-Pentanol+Air,473,0.9,1,74,,
n-Pentanol+Air,473,0.91,1,80,,
n-Pentanol+Air,473,0.94,1,81,,
n-Pentanol+Air,473,1,1,82,,
n-Pentanol+Air,473,1.05,1,86,,
n-Pentanol+Air,473,1.08,1,86,,
n-Pentanol+Air,473,1.1,1,79.5,,
n-Pentanol+Air,473,1.12,1,86,,
n-Pentanol+Air,473,1.15,1,85,,
n-Pentanol+Air,473,1.17,1,84,,
n-Pentanol+Air,473,1.19,1,83,,
n-Pentanol+Air,473,1.2,1,77,,
n-Pentanol+Air,473,1.22,1,82,,
n-Pentanol+Air,473,1.26,1,80,,
n-Pentanol+Air,473,1.3,1,70.333,,
n-Pentanol+Air,474,0.8,1,68,,
n-Pentanol+Air,474,1,1,83.667,,
n-Pentanol+Air,474,1.2,1,80,,
n-Pentanol+Air,480,0.8,1,73,,
n-Pentanol+Air,483,0.8,1,68,,
n-Pentanol+Air,483,1,1,89,,
n-Pentanol+Air,486,1.2,1,89,,
n-Pentanol+Air,489,0.8,1,71,,
n-Pentanol+Air,495,1,1,94,,
n-Pentanol+Air,498,0.8,1,78,,
n-Pentanol+Air,504,0.8,1,77,,
n-Pentanol+Air,504,1.2,1,90,,
n-Pentanol+Air,510,1,1,98,,
n-Pentanol+Air,516,0.8,1,79,,
n-Pentanol+Air,516,1,1,97,,
n-Pentanol+Air,528,0.8,1,83,,
n-Pentanol+Air,528,1.2,1,95,,
n-Pentanol+Air,531,1,1,101,,
n-Pentanol+Air,540,1,1,99,,
n-Pentanol+Air,543,0.8,1,87,,
n-Pentanol+Air,543,1.2,1,100,,
n-Pentanol+Air,546,1,1,108,,
n-Pentanol+Air,549,1.2,1,102,,
n-Pentanol+Air,550,0.7,1,70,,
n-Pentanol+Air,550,0.8,1,90,,
n-Pentanol+Air,550,0.9,1,96,,
n-Pentanol+Air,550,1,1,108,,
n-Pentanol+Air,550,1.1,1,104,,
n-Pentanol+Air,550,1.2,1,104,,
n-Pentanol+Air,550,1.3,1,94,,
n-Pentanol+Air,552,1,1,106,,
n-Pentanol+Air,555,1.2,1,104,,
n-Propanol,300,0.693,1,208,,
n-Propanol,300,0.787,1,191,,
n-Propanol,300,0.881,1,180.6,,
n-Propanol,300,0.974,1,170,,
n-Propanol,300,1.068,1,168.4,,
n-Propanol,300,1.161,1,172,,
n-Propanol,300,1.254,1,177.8,,
n-Propanol,343,0.699,1,28.5,,
n-Propanol,343,0.748,1,36.45,,
n-Propanol,343,0.796,1,41.6,,
n-Propanol,343,0.798,1,38.5,,
n-Propanol,343,0.8,1,37.3,,
n-Propanol,343,0.898,1,44.7,,
n-Propanol,343,0.999,1,49.467,,
n-Propanol,343,1.048,1,50.65,,
n-Propanol,343,1.099,1,51,,
n-Propanol,343,1.148,1,50,,
n-Propanol,343,1.197,1,47.6,,
n-Propanol,343,1.199,1,46.8,,
n-Propanol,343,1.299,1,40.65,,
n-Propanol,343,1.301,1,35.6,,
n-Propanol,393,0.699,1,34.8,,
n-Propanol,393,0.802,1,43.5,,
n-Propanol,393,0.901,1,51.1,,
n-Propanol,393,1.001,1,55.3,,
n-Propanol,393,1.101,1,58,,
n-Propanol,393,1.2,1,55.9,,
n-Propanol,393,1.301,1,51.4,,
n-Propanol,401.754,0.7,1,35.2,,
n-Propanol,401.754,0.9,1,53.8,,
n-Propanol,401.754,1.1,1,63.2,,
n-Propanol,404.848,0.401,1,136,,
n-Propanol,412.628,1.3,1,57.6,,
n-Propanol,412.926,1.1,1,138.7,,
n-Propanol,414.812,0.428,1,139.4,,
n-Propanol,414.812,0.584,1,139.4,,
n-Propanol,420.294,1.3,1,141,,
n-Propanol,423,0.701,1,44.1,,
n-Propanol,423,0.749,1,40.4,,
n-Propanol,423,0.802,1,55.8,,
n-Propanol,423,0.851,1,48.6,,
n-Propanol,423,0.901,1,61.5,,
n-Propanol,423,0.951,1,57.2,,
n-Propanol,423,1.001,1,70.1,,
n-Propanol,423,1.05,1,60.5,,
n-Propanol,423,1.101,1,71.9,,
n-Propanol,423,1.15,1,59.9,,
n-Propanol,423,1.201,1,69.6,,
n-Propanol,423,1.251,1,54.8,,
n-Propanol,423,1.302,1,61.2,,
n-Propanol,423.098,1.1,1,142.1,,
n-Propanol,432.446,0.652,1,145.1,,
n-Propanol,434.868,1.1,1,145.8,,
n-Propanol,437.862,1.1,1,146.8,,
n-Propanol,441.534,1.3,1,148.3,,
n-Propanol,448.286,0.503,1,150.7,,
n-Propanol,456.878,0.721,1,153.4,,
n-Propanol,457.876,0.74,1,153.7,,
n-Propanol,458.564,1.3,1,154,,
n-Propanol,461.762,0.76,1,154.9,,
n-Propanol,466.626,0.586,1,156.7,,
n-Propanol,467.316,1.1,1,156.8,,
n-Propanol,477.024,1.3,1,160.3,,
n-Propanol,480.222,0.789,1,161.4,,
n-Propanol,484.248,1.1,1,162.5,,
n-Propanol,486.694,1.3,1,163.3,,
n-Propanol,488.42,0.683,1,164,,
n-Propanol,490.194,0.828,1,164.6,,
n-Propanol,494.708,0.652,1,166,,
n-Propanol,494.72,1.1,1,166.1,,
n-Propanol,497.364,0.846,1,166.8,,
n-Propanol,500,0.699,1,62.6,,
n-Propanol,500,0.8,1,76.9,,
n-Propanol,500,0.9,1,83.5,,
n-Propanol,500,1,1,93.4,,
n-Propanol,500,1.1,1,95.3,,
n-Propanol,500,1.2,1,93.1,,
n-Propanol,500,1.301,1,82.5,,
n-Propanol,500.708,1.1,1,168.1,,
n-Propanol,501.546,0.861,1,168.3,,
n-Propanol,502.726,1.3,1,168.7,,
n-Propanol,505.18,0.69,1,170,,
n-Propanol,507.534,0.868,1,170.3,,
n-Propanol,507.696,1.1,1,170.5,,
n-Propanol,512.398,1.3,1,171.9,,
